ID,标题,项目,负责人,协作人,状态,优先级,截止时间,完成时间,创建时间,URL,内容
175,Task 174 sRSmnypG,Project PRJ_109_9LQ,user_739_V5cRI,,待处理 / To Do,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
176,Task 175 ewjBiDfO,Project PRJ_48_OFT,user_466_9vmM6,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
178,Task 177 JEdsL7VT,Project PRJ_82_YNP,user_991_qmHqO,,待处理 / To Do,中 / Medium,2025-12-27 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
179,Task 178 DRd6AfYD,Project PRJ_158_NKV,user_31_gAnqd,,待处理 / To Do,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
180,Task 179 WLKtWZzL,Project PRJ_159_MZ5,user_968_avbHJ,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
181,Task 180 gtzaA9i8,Project PRJ_157_3W9,user_472_7GuBz,,进行中 / In Progress,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
182,Task 181 L7PlD4y3,Project PRJ_7_ZL8,user_81_lUUqX,,待处理 / To Do,中 / Medium,2025-12-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
183,Task 182 fqwN5QJG,Project PRJ_74_QNH,user_832_BdND8,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
187,Task 186 8EXqlYzE,Project PRJ_62_9XT,user_712_ibBOK,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
188,Task 187 VZ3D3xRW,Project PRJ_72_B2E,user_431_dX4JE,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
189,Task 188 rNnRzD62,Project PRJ_121_DJC,user_346_kMr8V,,已完成 / Done,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
190,Task 189 Fx9hbXFp,Project PRJ_43_7V9,user_15_vF966,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
191,Task 190 EKXlO01H,Project PRJ_161_9RN,user_735_RHb98,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
192,Task 191 KEXyq94B,Project PRJ_122_FJH,user_522_hWAPA,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
193,Task 192 cbPNCa7f,Project PRJ_25_XDR,user_68_6K3Kd,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
194,Task 193 8MvYdVnh,Project PRJ_90_I9M,user_406_ZW4Lc,,待处理 / To Do,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
196,Task 195 erUSAKYd,Project PRJ_132_FXY,user_20_0XL38,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
197,Task 196 4IxB8UNp,Project PRJ_47_JW4,user_919_teXeS,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
198,Task 197 v55VrERl,Project PRJ_160_HGY,user_567_yxIFv,,待处理 / To Do,中 / Medium,2025-12-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
199,Task 198 vj05jb9a,Project PRJ_2_E8Z,user_346_kMr8V,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
200,Task 199 z5FKkut6,Project PRJ_76_NK7,user_486_NGEMb,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
201,Task 200 kWPyt4Pu,Project PRJ_109_9LQ,user_13_0Neu2,,已完成 / Done,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
202,Task 201 jFPKGEVJ,Project PRJ_121_DJC,user_258_lHjxf,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
203,Task 202 H2ujM63r,Project PRJ_158_NKV,user_930_IAnnD,,已完成 / Done,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
204,Task 203 Xog0KJvk,Project PRJ_171_FV6,user_659_UaVNK,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
205,Task 204 pkmgSm2z,Project PRJ_106_ZUY,user_421_3dL9l,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
206,Task 205 lQkZ51h2,Project PRJ_111_HJT,user_423_lvopY,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
207,Task 206 i7Xp9E7o,Project PRJ_22_31K,user_391_XYne8,,已完成 / Done,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
208,Task 207 s5Nfpwm5,Project PRJ_114_FI0,user_119_pWFCw,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
209,Task 208 azq74ads,Project PRJ_66_9OF,user_942_qwDQh,,进行中 / In Progress,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
210,Task 209 DbB6Jh8p,Project PRJ_157_3W9,user_31_gAnqd,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
211,Task 210 t424o8VB,Project PRJ_161_9RN,user_950_mhZCS,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
214,Task 213 MSSFpcxZ,Project PRJ_4_NHA,user_434_MS80p,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
215,Task 214 scdE1SbS,Project PRJ_153_ZIU,user_501_Poh1C,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
216,Task 215 cUegupPr,Project PRJ_6_NXT,user_753_Df6d8,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
217,Task 216 oFF21FU1,Project PRJ_73_IBI,user_554_pTGQA,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
218,Task 217 LMPQxrcs,Project PRJ_4_NHA,user_167_c5Ktc,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
219,Task 218 4cUQIOKw,Project PRJ_116_VVB,user_665_fWrgB,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
220,Task 219 PZaF3LFO,Project PRJ_131_WQZ,user_293_8fIbA,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
221,Task 220 xPXuDEMX,Project PRJ_70_USE,user_882_0hY7M,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
224,Task 223 9ZKWeDfC,Project PRJ_95_L1G,user_125_zUGgy,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
225,Task 224 Tovw3uh5,Project PRJ_155_JDO,user_986_BjNhX,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
226,Task 225 YW8NJCAp,Project PRJ_134_YNF,user_13_0Neu2,,待处理 / To Do,中 / Medium,2025-12-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
227,Task 226 8s55uK92,Project PRJ_115_8NB,user_329_uvRK5,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
228,Task 227 qnDNbH2v,Project PRJ_188_94L,user_98_tbV2a,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
229,Task 228 91yjyxcC,Project PRJ_192_AV2,user_847_lH7AV,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
230,Task 229 8kPPd43j,Project PRJ_149_R4D,user_887_cddq4,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
231,Task 230 cKbOBs5L,Project PRJ_39_6GG,user_881_7WRwV,,进行中 / In Progress,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
232,Task 231 kAzvYsSm,Project PRJ_73_IBI,user_653_7uD5Z,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
233,Task 232 ev5qGemh,Project PRJ_45_NCV,user_425_x8cp4,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
234,Task 233 8QYBsdvO,Project PRJ_129_ZLN,user_377_StxeY,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
235,Task 234 39Nw5nKe,Project PRJ_51_QL6,user_432_fClRm,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
236,Task 235 uZ9r31R6,Project PRJ_121_DJC,user_834_mNngZ,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
238,Task 237 0Bue45NU,Project PRJ_47_JW4,user_989_Y2dIF,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
239,Task 238 Lv6iyWQg,Project PRJ_160_HGY,user_671_hImfG,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
241,Task 240 XLowv21Q,Project PRJ_195_THX,user_426_Qs82M,,阻塞中 / Blocked,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
242,Task 241 zSTLAcD6,Project PRJ_184_TI9,user_432_fClRm,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
243,Task 242 cPPdJTxb,Project PRJ_57_CU7,user_35_N41e4,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
244,Task 243 08ScyA2g,Project PRJ_83_JB5,user_222_w0AkK,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
245,Task 244 fgPlwUvY,Project PRJ_111_HJT,user_324_wjCct,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
246,Task 245 UJJHYRC0,Project PRJ_181_F4G,user_995_swNWt,,待处理 / To Do,中 / Medium,2025-12-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
247,Task 246 gQNk6qzw,Project PRJ_17_WC7,user_223_czChI,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
248,Task 247 CpaE5PWS,Project PRJ_120_Q7K,user_179_wgwSM,,阻塞中 / Blocked,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
249,Task 248 w16r3Whx,这是一个项目名称,user_608_GK2pU,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
250,Task 249 etdBEx4N,Project PRJ_66_9OF,user_659_UaVNK,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
251,Task 250 1qv1rGQw,Project PRJ_48_OFT,user_403_4BPwj,,已完成 / Done,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
252,Task 251 N5FDSZAh,Project PRJ_30_MSQ,user_869_Xb7HT,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
253,Task 252 akVjBSvl,Project PRJ_37_W9S,user_863_jplW2,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
255,Task 254 480G12u0,Project PRJ_33_SR0,user_769_p4DUf,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
256,Task 255 A1cJPpUN,Project PRJ_121_DJC,user_19_A5uAG,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
257,Task 256 xmeO4sa7,Project PRJ_134_YNF,user_688_HMNbq,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
258,Task 257 mxswzFsU,Project PRJ_141_T4V,user_603_W8y0y,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
259,Task 258 4NRGpqVj,Project PRJ_91_NKO,user_847_lH7AV,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
260,Task 259 JDOTdq3I,Project PRJ_103_M7T,user_860_9vCcl,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
262,Task 261 BIHCIpJ0,Project PRJ_24_4Z0,user_706_f8hQh,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
263,Task 262 71myBopR,Project PRJ_0_9CW,user_835_hVkuo,,已完成 / Done,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
264,Task 263 3OiRFBVj,Project PRJ_94_AS8,user_636_sRIqY,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
265,Task 264 faovL46I,Project PRJ_95_L1G,user_100_qLGk0,,待处理 / To Do,中 / Medium,2025-12-25 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
266,Task 265 ChClp7TF,Project PRJ_190_EII,user_887_cddq4,,已完成 / Done,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
268,Task 267 Aitw3OPc,Project PRJ_54_HM5,user_85_OOTiH,,阻塞中 / Blocked,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
269,Task 268 V5vfKnoU,Project PRJ_69_MXR,user_883_kbcsk,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
270,Task 269 EeccVsrB,项目三(3)55555,user_274_Ja9zz,,已完成 / Done,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
271,Task 270 x90iVtov,Project PRJ_175_NJK,user_769_p4DUf,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
272,Task 271 dqDvyJwC,Project PRJ_182_MGE,user_669_WqRdf,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
273,Task 272 QURsETvE,Project PRJ_4_NHA,user_206_VqFNA,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
274,Task 273 MlfG2PFa,Project PRJ_120_Q7K,user_882_0hY7M,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
275,Task 274 UrWfZWlp,Project PRJ_112_EF0,user_881_7WRwV,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
276,Task 275 bFEEAvTX,Project PRJ_42_W0P,user_339_O1faQ,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
277,Task 276 B7F0iwQf,Project PRJ_173_US2,user_523_1GwgZ,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
278,Task 277 m9rEbYSQ,Project PRJ_82_YNP,user_53_jNbYG,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
279,Task 278 ZmqxtB3Z,Project PRJ_73_IBI,user_669_WqRdf,,已完成 / Done,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
280,Task 279 ORSilsui,Project PRJ_32_CHI,user_631_3xT4k,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
281,Task 280 jVgR59vf,Project PRJ_179_NCO,user_549_iVWQy,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
282,Task 281 PvS3lGhQ,Project PRJ_61_PKV,user_643_NPoqb,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
283,Task 282 JdmhUGn1,Project PRJ_159_MZ5,user_708_xjUdh,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
284,Task 283 U9axPmXV,Project PRJ_144_JTI,user_899_fAGce,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
285,Task 284 t3KvQ8cd,Project PRJ_0_9CW,user_51_qAg45,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
286,Task 285 IyVgACwS,Project PRJ_184_TI9,user_758_7wxo1,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
287,Task 286 gIOKH4nr,Project PRJ_150_MCO,user_893_lJTVR,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
288,Task 287 Wh097Vv4,Project PRJ_60_YMQ,user_582_nND4L,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
289,Task 288 A58gsCZF,Project PRJ_151_JNR,user_342_hqj4y,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
290,Task 289 Q8hroTHX,Project PRJ_64_VKR,user_333_kewrS,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
292,Task 291 vbqDEKRq,Project PRJ_156_OXB,user_979_yOCwj,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
293,Task 292 dfIIPNWJ,Project PRJ_141_T4V,user_394_bqIrf,,已完成 / Done,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
294,Task 293 SFuPAdra,Project PRJ_180_MBQ,user_702_MN4DW,,已完成 / Done,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
296,Task 295 UPvHzg4X,Project PRJ_139_5MM,user_100_qLGk0,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
297,Task 296 wks5qkNW,Project PRJ_57_CU7,user_652_163ad,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
298,Task 297 QZpZQ225,Project PRJ_192_AV2,user_646_noYaR,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
299,Task 298 demhwXXQ,Project PRJ_14_7K9,user_137_RBHV2,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
300,Task 299 C5U96nxf,Project PRJ_29_W9W,user_970_NKlF9,,已完成 / Done,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
301,Task 300 T41uMoJO,Project PRJ_88_5S0,user_490_R2rPY,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
302,Task 301 lqYGgHn9,Project PRJ_120_Q7K,user_518_OP1dF,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
303,Task 302 iundOfQh,Project PRJ_76_NK7,user_976_cOMUA,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
304,Task 303 bNnaizuq,Project PRJ_65_ARP,user_134_cyKwU,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
305,Task 304 vHx1eMxb,Project PRJ_142_IIK,user_423_lvopY,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
306,Task 305 Ra4Omkvy,Project PRJ_175_NJK,user_604_gQCLf,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
307,Task 306 hRa5AbWN,Project PRJ_14_7K9,user_75_kfYSW,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
308,Task 307 1gBpaSTT,Project PRJ_153_ZIU,user_815_QDgkW,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
309,Task 308 O5UXmcxC,Project PRJ_107_RYE,user_284_bCLAp,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
310,Task 309 c798HW1Y,Project PRJ_1_YOT,user_37_RR1iW,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
311,Task 310 ugKMDftX,Project PRJ_184_TI9,user_247_Br1X2,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
312,Task 311 TKuklka6,Project PRJ_143_QL6,user_761_OYg0W,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
313,Task 312 4hZgF1bX,Project PRJ_10_NWR,user_592_bw4ge,,进行中 / In Progress,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
314,Task 313 fOgiyvem,Project PRJ_44_VWS,user_899_fAGce,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
315,Task 314 Oa9N9AeU,Project PRJ_144_JTI,user_489_ww6hL,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
316,Task 315 vzAoGbJ9,Project PRJ_194_OSL,user_403_4BPwj,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
317,Task 316 okHLR0E8,Project PRJ_174_VYL,user_866_a6lHj,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
319,Task 318 CqVTI6SK,Project PRJ_99_FZP,user_376_suv1d,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
320,Task 319 4lj3tlBG,Project PRJ_44_VWS,user_25_8DjZf,,待处理 / To Do,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
321,Task 320 ufwkaydY,Project PRJ_26_PTN,user_812_PM8tJ,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
322,Task 321 2yjnxevj,Project PRJ_196_SI5,user_149_9plB1,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
323,Task 322 lLyueowQ,Project PRJ_30_MSQ,user_651_521zd,,已完成 / Done,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
